subj,block,goals,perfs,emots
46,14,7,7,-0.3333333333333333
46,15,7,7,-0.3333333333333333
46,16,7,7,-0.3333333333333333
46,17,7,7,-0.6666666666666666
46,18,7,7,-0.6666666666666666
46,19,7,7,-0.3333333333333333
46,20,7,7,-1.0
47,1,4,3,1.0
47,2,3,3,0.6666666666666666
47,3,3,4,0.6666666666666666
47,4,3,3,0.3333333333333333
47,5,3,4,0.3333333333333333
47,6,3,3,0.3333333333333333
47,7,3,5,0.3333333333333333
47,8,4,6,0.6666666666666666
47,9,5,4,0.3333333333333333
47,10,4,5,0.6666666666666666
47,11,4,5,0.3333333333333333
47,12,4,5,0.3333333333333333
47,13,4,4,0.3333333333333333
47,14,4,5,0.3333333333333333
47,15,4,5,0.3333333333333333
47,16,4,3,0.3333333333333333
47,17,4,5,0.3333333333333333
47,18,4,4,0.3333333333333333
47,19,4,2,0.3333333333333333
47,20,4,6,0.3333333333333333
48,1,7,7,2.333333333333333
48,2,7,8,2.0
48,3,7,8,1.6666666666666667
48,4,7,10,1.6666666666666667
48,5,8,8,1.6666666666666667
48,6,8,8,1.6666666666666667
48,7,7,8,1.6666666666666667
48,8,7,8,1.6666666666666667
48,9,6,8,1.6666666666666667
48,10,7,8,1.6666666666666667
48,11,7,7,1.3333333333333333
48,12,6,8,1.3333333333333333
48,13,6,8,1.0
48,14,6,7,1.3333333333333333
48,15,6,8,1.3333333333333333
48,16,6,8,1.3333333333333333
48,17,6,7,1.3333333333333333
48,18,6,7,1.3333333333333333
48,19,6,7,1.3333333333333333
48,20,6,9,2.0
49,1,10,14,3.0
49,2,12,13,2.6666666666666665
49,3,11,16,2.6666666666666665
49,4,11,15,2.333333333333333
49,5,12,16,2.333333333333333
49,6,13,18,2.6666666666666665
49,7,13,19,2.6666666666666665
49,8,14,15,2.333333333333333
49,9,14,15,2.333333333333333
49,10,13,21,2.6666666666666665
49,11,13,19,2.6666666666666665
49,12,14,21,2.6666666666666665
49,13,15,24,2.6666666666666665
49,14,16,22,2.6666666666666665
49,15,16,22,2.6666666666666665
49,16,15,20,2.6666666666666665
49,17,15,24,2.6666666666666665
49,18,16,18,2.6666666666666665
49,19,16,24,2.6666666666666665
49,20,16,21,2.6666666666666665
50,1,5,6,0.6666666666666666
50,2,6,3,-2.0
50,3,5,5,-0.6666666666666666
50,4,6,4,-1.3333333333333333
50,5,3,6,0.3333333333333333
50,6,3,1,-0.3333333333333333
50,7,3,4,-0.6666666666666666
50,8,4,4,-0.6666666666666666
50,9,4,8,-0.6666666666666666
50,10,5,7,-1.3333333333333333
50,11,7,9,0.0
50,12,7,9,0.0
50,13,9,10,1.3333333333333333
50,14,9,9,1.6666666666666667
50,15,9,11,0.6666666666666666
50,16,10,11,0.6666666666666666
50,17,10,10,0.6666666666666666
50,18,10,11,0.6666666666666666
50,19,10,11,0.3333333333333333
50,20,10,12,2.6666666666666665
51,1,6,10,1.3333333333333333
51,2,6,12,1.3333333333333333
51,3,7,12,1.3333333333333333
51,4,7,13,1.3333333333333333
51,5,8,9,1.3333333333333333
51,6,7,10,1.3333333333333333
51,7,7,11,1.3333333333333333
51,8,7,12,1.3333333333333333
51,9,7,14,1.3333333333333333
51,10,7,15,1.3333333333333333
51,11,8,14,1.3333333333333333
51,12,8,14,1.3333333333333333
51,13,8,16,1.3333333333333333
51,14,8,14,1.3333333333333333
51,15,8,16,1.3333333333333333
51,16,8,16,1.3333333333333333
51,17,8,15,1.3333333333333333
51,18,8,14,1.3333333333333333
51,19,8,13,1.3333333333333333
51,20,8,13,1.3333333333333333
52,1,4,7,-0.6666666666666666
52,2,5,7,-0.6666666666666666
52,3,5,7,-1.0
52,4,6,8,-1.0
52,5,6,9,-1.0
52,6,7,10,-0.6666666666666666
52,7,8,9,-1.0
52,8,8,11,-1.0
52,9,8,11,-0.6666666666666666
52,10,9,11,-0.6666666666666666
52,11,6,11,-0.6666666666666666
52,12,8,10,-0.6666666666666666
52,13,9,11,-0.6666666666666666
52,14,8,11,-1.0
52,15,8,12,-1.0
52,16,7,12,-1.3333333333333333
52,17,6,9,-0.6666666666666666
52,18,7,10,-0.3333333333333333
52,19,9,12,-2.333333333333333
52,20,10,11,-2.0
53,1,4,9,1.6666666666666667
53,2,6,3,-1.3333333333333333
53,3,4,4,-1.3333333333333333
53,4,4,6,0.3333333333333333
53,5,4,5,0.0
53,6,4,5,0.6666666666666666
53,7,4,6,0.6666666666666666
53,8,4,7,0.6666666666666666
53,9,4,8,0.6666666666666666
53,10,4,7,0.6666666666666666
53,11,4,9,0.3333333333333333
53,12,5,6,-1.0
53,13,5,8,0.6666666666666666
53,14,4,5,0.6666666666666666
53,15,4,9,0.6666666666666666
53,16,4,10,0.6666666666666666
53,17,4,9,0.6666666666666666
53,18,4,5,0.6666666666666666
53,19,4,5,0.6666666666666666
53,20,4,7,0.6666666666666666
54,1,1,2,-3.0
54,2,1,4,1.0
54,3,1,1,-2.0
54,4,1,1,-2.6666666666666665
54,5,1,5,3.0
54,6,2,4,3.0
54,7,1,6,-0.6666666666666666
54,8,1,1,-2.333333333333333
54,9,1,4,3.0
54,10,1,1,-2.333333333333333
54,11,1,2,-0.6666666666666666
54,12,1,5,3.0
54,13,1,0,-3.0
54,14,1,4,3.0
54,15,1,2,0.0
54,16,1,6,3.0
54,17,1,2,3.0
54,18,3,7,3.0
54,19,4,3,-2.0
54,20,2,4,2.333333333333333
55,1,10,12,0.6666666666666666
55,2,10,16,1.3333333333333333
55,3,12,18,1.6666666666666667
55,4,15,20,1.6666666666666667
55,5,15,20,1.3333333333333333
55,6,16,19,1.0
55,7,16,19,1.3333333333333333
55,8,16,20,1.0
55,9,15,18,0.6666666666666666
55,10,15,14,0.3333333333333333
55,11,10,15,1.0
55,12,10,21,1.0
55,13,10,20,1.0
55,14,10,14,1.0
55,15,10,17,-3.0
55,16,10,13,-3.0
55,17,10,16,-3.0
55,18,10,12,-3.0
55,19,10,11,-3.0
55,20,10,13,-3.0
56,1,5,9,2.333333333333333
56,2,6,10,2.0
56,3,5,12,2.6666666666666665
56,4,10,11,3.0
56,5,6,13,2.0
56,6,7,10,2.333333333333333
56,7,8,11,2.333333333333333
56,8,10,11,2.0
56,9,8,13,1.6666666666666667
56,10,10,9,1.3333333333333333
56,11,5,11,1.3333333333333333
56,12,5,10,1.3333333333333333
56,13,8,12,1.6666666666666667
56,14,9,12,1.3333333333333333
56,15,10,7,1.0
56,16,5,9,2.0
56,17,8,12,1.3333333333333333
56,18,9,8,1.3333333333333333
56,19,5,12,1.3333333333333333
56,20,10,13,1.6666666666666667
57,1,6,7,0.3333333333333333
57,2,6,7,0.3333333333333333
57,3,7,8,0.3333333333333333
57,4,6,7,0.6666666666666666
57,5,7,8,0.6666666666666666
57,6,7,9,0.6666666666666666
57,7,7,9,0.6666666666666666
57,8,8,8,0.6666666666666666
57,9,7,8,0.6666666666666666
57,10,7,6,0.0
57,11,7,9,0.6666666666666666
57,12,7,8,0.3333333333333333
57,13,7,7,1.3333333333333333
57,14,7,8,1.3333333333333333
57,15,7,8,1.3333333333333333
57,16,7,6,1.0
57,17,7,7,1.0
57,18,7,9,0.6666666666666666
57,19,7,6,0.6666666666666666
57,20,6,9,2.0
58,1,5,5,-0.3333333333333333
58,2,5,7,0.0
58,3,6,8,0.3333333333333333
58,4,6,8,0.3333333333333333
58,5,7,8,0.3333333333333333
58,6,7,8,0.3333333333333333
58,7,8,9,0.0
58,8,8,9,0.0
58,9,8,8,0.0
58,10,8,9,0.0
58,11,8,8,0.0
58,12,8,8,0.0
58,13,8,8,-0.3333333333333333
58,14,8,8,-0.3333333333333333
58,15,8,9,-0.3333333333333333
58,16,8,10,0.6666666666666666
58,17,9,10,0.3333333333333333
58,18,9,9,0.3333333333333333
58,19,9,9,0.3333333333333333
58,20,9,10,0.6666666666666666
59,1,4,8,2.6666666666666665
59,2,5,7,2.6666666666666665
59,3,6,7,2.333333333333333
59,4,5,12,2.6666666666666665
59,5,7,6,1.6666666666666667
59,6,5,9,3.0
59,7,6,11,2.6666666666666665
59,8,7,6,1.6666666666666667
59,9,7,8,2.333333333333333
59,10,7,9,2.6666666666666665
59,11,7,8,2.6666666666666665
59,12,8,9,2.333333333333333
59,13,7,7,2.6666666666666665
59,14,6,10,3.0
59,15,7,9,2.6666666666666665
59,16,8,11,3.0
59,17,9,9,3.0
59,18,9,10,2.6666666666666665
59,19,10,10,3.0
59,20,7,9,3.0
60,1,7,6,2.6666666666666665
60,2,5,5,3.0
60,3,6,5,3.0
60,4,4,10,3.0
60,5,6,8,3.0
60,6,7,8,3.0
60,7,6,7,3.0
60,8,7,8,3.0
60,9,7,8,2.6666666666666665
60,10,5,7,3.0
60,11,6,7,3.0
60,12,6,9,3.0
60,13,7,8,3.0
60,14,8,9,3.0
60,15,7,4,2.6666666666666665
60,16,5,9,2.6666666666666665
60,17,6,6,2.333333333333333
60,18,5,11,2.333333333333333
60,19,7,7,2.0
60,20,7,8,2.0
61,1,9,12,2.0
61,2,10,10,2.0
61,3,10,11,2.0
61,4,10,11,2.0
61,5,10,11,2.0
61,6,10,15,2.333333333333333
61,7,10,11,1.6666666666666667
61,8,10,14,2.333333333333333
61,9,10,14,2.333333333333333
61,10,11,12,2.0
61,11,10,18,2.6666666666666665
61,12,10,11,1.6666666666666667
61,13,10,12,1.6666666666666667
61,14,10,11,2.0
61,15,10,13,2.0
61,16,10,9,0.6666666666666666
61,17,10,16,2.333333333333333
61,18,10,11,1.6666666666666667
61,19,10,15,2.0
61,20,10,10,2.0
62,1,5,6,1.6666666666666667
62,2,6,8,1.6666666666666667
62,3,7,7,1.6666666666666667
62,4,7,7,1.6666666666666667
62,5,7,8,1.6666666666666667
62,6,8,8,1.6666666666666667
62,7,10,7,-0.6666666666666666
62,8,8,8,1.3333333333333333
62,9,8,8,1.6666666666666667
62,10,8,7,-0.3333333333333333
62,11,8,8,0.3333333333333333
62,12,8,8,0.6666666666666666
62,13,8,8,0.3333333333333333
62,14,8,8,0.6666666666666666
62,15,8,8,0.6666666666666666
62,16,8,8,0.0
62,17,8,8,0.0
62,18,8,8,-0.3333333333333333
62,19,8,8,-0.6666666666666666
62,20,8,8,0.0
63,1,4,6,1.0
63,2,5,7,1.0
63,3,6,6,1.0
63,4,6,7,1.0
63,5,6,6,0.6666666666666666
63,6,6,8,0.3333333333333333
63,7,7,8,0.3333333333333333
63,8,7,8,0.0
63,9,7,8,-0.3333333333333333
63,10,7,7,-0.3333333333333333
63,11,7,7,-0.3333333333333333
63,12,7,10,-0.6666666666666666
63,13,8,7,-0.6666666666666666
63,14,7,8,-1.0
63,15,7,7,-0.6666666666666666
63,16,7,8,-1.0
63,17,7,9,-1.0
63,18,8,7,-1.0
63,19,7,8,-1.0
63,20,7,8,-1.0
64,1,8,15,1.0
64,2,16,16,1.0
64,3,18,17,0.6666666666666666
64,4,17,17,1.0
64,5,18,12,0.6666666666666666
64,6,14,18,1.0
64,7,16,20,0.6666666666666666
64,8,18,17,0.6666666666666666
64,9,17,16,0.0
64,10,16,17,1.3333333333333333
64,11,17,16,0.6666666666666666
64,12,14,15,-1.0
64,13,15,20,1.0
64,14,20,20,1.3333333333333333
64,15,21,14,1.0
64,16,15,18,0.6666666666666666
64,17,19,16,0.0
64,18,17,18,0.0
64,19,19,17,0.0
64,20,18,13,-0.3333333333333333
65,1,7,10,2.0
65,2,7,10,2.0
65,3,7,11,2.0
65,4,8,11,2.0
65,5,8,9,1.6666666666666667
65,6,8,10,1.6666666666666667
65,7,8,11,1.6666666666666667
65,8,9,9,2.0
65,9,8,11,2.0
65,10,8,9,1.6666666666666667
65,11,8,11,1.6666666666666667
65,12,8,11,1.3333333333333333
65,13,9,12,1.3333333333333333
65,14,8,12,1.3333333333333333
65,15,9,10,1.0
65,16,8,10,1.0
65,17,9,13,1.0
65,18,9,11,-0.3333333333333333
65,19,10,11,0.0
65,20,10,15,0.0
66,1,4,7,2.0
66,2,6,9,-1.0
66,3,8,8,2.0
66,4,8,6,2.6666666666666665
66,5,8,8,2.333333333333333
66,6,8,7,0.0
66,7,8,8,2.333333333333333
66,8,8,9,2.0
66,9,9,4,1.3333333333333333
66,10,9,7,-2.0
66,11,9,8,1.0
66,12,8,5,1.3333333333333333
66,13,8,8,1.3333333333333333
66,14,8,8,2.0
66,15,8,9,2.0
66,16,8,9,1.3333333333333333
66,17,8,8,2.333333333333333
66,18,8,8,2.333333333333333
66,19,8,8,2.333333333333333
66,20,6,9,2.6666666666666665
67,1,8,7,-1.0
67,2,8,11,0.0
67,3,9,7,-0.6666666666666666
67,4,8,6,-0.6666666666666666
67,5,8,10,-0.6666666666666666
67,6,8,10,-0.6666666666666666
67,7,9,14,-0.6666666666666666
67,8,10,12,-0.6666666666666666
67,9,10,8,-0.6666666666666666
67,10,9,13,-0.6666666666666666
67,11,10,11,-0.6666666666666666
67,12,10,11,-0.6666666666666666
67,13,10,11,-0.6666666666666666
67,14,10,13,-0.6666666666666666
67,15,11,12,-0.6666666666666666
67,16,10,15,-0.6666666666666666
67,17,11,14,-0.3333333333333333
67,18,12,13,-0.3333333333333333
67,19,12,12,-0.3333333333333333
67,20,11,12,-0.3333333333333333
68,1,5,2,0.6666666666666666
68,2,3,3,0.6666666666666666
68,3,2,2,0.6666666666666666
68,4,3,2,0.6666666666666666
68,5,2,1,0.3333333333333333
68,6,1,2,0.3333333333333333
68,7,2,1,0.0
68,8,1,0,0.6666666666666666
68,9,1,1,0.3333333333333333
68,10,1,1,0.6666666666666666
68,11,1,1,0.6666666666666666
68,12,1,1,0.6666666666666666
68,13,1,2,0.6666666666666666
68,14,1,2,1.3333333333333333
68,15,1,3,0.6666666666666666
68,16,1,2,1.0
68,17,1,3,1.3333333333333333
68,18,2,2,1.6666666666666667
68,19,2,3,1.3333333333333333
68,20,2,3,1.3333333333333333
69,1,5,6,0.0
69,2,5,9,1.0
69,3,6,7,1.0
69,4,6,5,0.0
69,5,3,7,0.3333333333333333
69,6,4,7,1.3333333333333333
69,7,4,2,0.6666666666666666
69,8,3,6,1.0
69,9,3,7,1.6666666666666667
69,10,3,8,1.3333333333333333
69,11,3,9,1.6666666666666667
69,12,3,7,1.3333333333333333
69,13,5,10,1.6666666666666667
69,14,5,8,1.3333333333333333
69,15,6,7,1.3333333333333333
69,16,7,10,1.3333333333333333
69,17,7,9,1.0
69,18,7,6,1.0
69,19,5,10,1.3333333333333333
69,20,5,5,0.3333333333333333
70,1,7,12,2.0
70,2,10,11,2.333333333333333
70,3,10,9,2.333333333333333
70,4,10,11,2.0
70,5,9,12,2.6666666666666665
70,6,9,10,2.6666666666666665
70,7,9,11,2.6666666666666665
70,8,9,11,2.6666666666666665
70,9,10,12,2.6666666666666665
70,10,10,11,2.6666666666666665
70,11,9,14,2.333333333333333
70,12,12,13,2.0
70,13,11,14,1.6666666666666667
70,14,12,12,2.0
70,15,10,17,2.333333333333333
70,16,15,9,2.333333333333333
70,17,10,10,2.6666666666666665
70,18,9,13,2.6666666666666665
70,19,13,15,2.6666666666666665
70,20,13,14,3.0
71,1,2,3,2.0
71,2,2,1,1.6666666666666667
71,3,3,2,2.333333333333333
71,4,3,2,2.333333333333333
71,5,2,3,2.6666666666666665
71,6,2,2,3.0
71,7,2,5,3.0
71,8,3,5,2.6666666666666665
71,9,3,4,2.0
71,10,4,4,3.0
71,11,4,7,3.0
71,12,5,6,2.6666666666666665
71,13,5,8,2.0
71,14,6,7,2.333333333333333
71,15,6,10,2.333333333333333
71,16,8,8,2.6666666666666665
71,17,8,8,2.6666666666666665
71,18,9,4,1.3333333333333333
71,19,7,9,2.333333333333333
71,20,10,7,2.6666666666666665
72,1,10,17,2.6666666666666665
72,2,17,17,1.0
72,3,18,14,-0.3333333333333333
72,4,15,15,-0.6666666666666666
72,5,15,17,-0.6666666666666666
72,6,17,14,-2.0
72,7,15,18,-2.0
72,8,17,15,-2.0
72,9,15,17,-2.333333333333333
72,10,15,19,-2.6666666666666665
72,11,15,14,-3.0
72,12,15,19,-3.0
72,13,16,19,-3.0
72,14,17,16,-3.0
72,15,15,19,-3.0
72,16,16,17,-3.0
72,17,16,19,-3.0
72,18,17,20,-3.0
72,19,18,20,-1.3333333333333333
72,20,18,22,1.6666666666666667
73,1,2,5,-1.0
73,2,3,6,0.3333333333333333
73,3,4,5,0.6666666666666666
73,4,4,3,0.0
73,5,3,5,0.0
73,6,3,5,0.3333333333333333
73,7,4,5,0.3333333333333333
73,8,4,5,0.0
73,9,4,4,0.0
73,10,4,6,1.0
73,11,4,7,0.6666666666666666
73,12,5,6,1.0
73,13,4,7,1.0
73,14,5,6,1.0
73,15,4,5,0.6666666666666666
73,16,4,6,1.0
73,17,5,5,-0.3333333333333333
73,18,4,5,0.3333333333333333
73,19,4,6,0.0
73,20,5,6,0.3333333333333333
74,1,7,10,1.0
74,2,8,8,0.6666666666666666
74,3,9,10,0.3333333333333333
74,4,8,8,1.0
74,5,8,8,0.6666666666666666
74,6,7,8,0.3333333333333333
74,7,7,9,1.0
74,8,8,7,-1.3333333333333333
74,9,7,9,0.3333333333333333
74,10,8,8,0.6666666666666666
74,11,8,9,1.0
74,12,8,8,0.6666666666666666
74,13,7,10,1.0
74,14,9,8,0.6666666666666666
74,15,8,12,1.0
74,16,9,13,1.0
74,17,8,10,0.6666666666666666
74,18,6,9,-0.3333333333333333
74,19,7,11,1.0
74,20,9,11,1.3333333333333333
75,1,5,5,1.3333333333333333
75,2,4,6,1.3333333333333333
75,3,4,6,1.6666666666666667
75,4,4,5,1.6666666666666667
75,5,4,7,1.6666666666666667
75,6,4,6,1.6666666666666667
75,7,4,5,1.3333333333333333
75,8,4,5,1.3333333333333333
75,9,4,6,1.3333333333333333
75,10,4,7,1.6666666666666667
75,11,5,4,1.3333333333333333
75,12,5,5,1.3333333333333333
75,13,5,5,1.3333333333333333
75,14,5,4,1.3333333333333333
75,15,4,5,1.3333333333333333
75,16,4,5,1.3333333333333333
75,17,4,5,1.3333333333333333
75,18,4,4,1.3333333333333333
75,19,4,5,1.3333333333333333
75,20,4,4,1.3333333333333333
76,1,6,3,0.0
76,2,4,2,-1.0
76,3,2,1,-2.333333333333333
76,4,2,3,-1.3333333333333333
76,5,2,2,-1.6666666666666667
76,6,2,3,-1.6666666666666667
76,7,2,2,-2.333333333333333
76,8,2,0,-3.0
76,9,1,1,-3.0
76,10,1,2,-2.6666666666666665
76,11,1,4,-2.0
76,12,2,2,-2.0
76,13,2,0,-2.6666666666666665
76,14,2,0,-3.0
76,15,1,3,-3.0
76,16,2,3,-2.333333333333333
76,17,2,3,-2.333333333333333
76,18,2,3,-2.333333333333333
76,19,3,3,-2.0
76,20,3,2,-2.333333333333333
77,1,3,4,1.0
77,2,3,2,0.6666666666666666
77,3,2,4,0.6666666666666666
77,4,3,4,1.0
77,5,3,4,1.3333333333333333
77,6,3,2,1.0
77,7,3,3,1.3333333333333333
77,8,3,3,1.0
77,9,3,4,1.0
77,10,5,2,1.0
77,11,4,3,1.3333333333333333
77,12,3,5,1.0
77,13,4,4,1.3333333333333333
77,14,4,4,1.3333333333333333
77,15,4,3,1.3333333333333333
77,16,3,4,1.3333333333333333
77,17,3,4,1.0
77,18,3,4,1.0
77,19,3,4,1.0
77,20,3,4,1.0
78,1,4,9,2.6666666666666665
78,2,5,11,2.6666666666666665
78,3,6,13,2.6666666666666665
78,4,7,11,2.6666666666666665
78,5,7,13,2.6666666666666665
78,6,8,10,2.6666666666666665
78,7,8,11,2.6666666666666665
78,8,9,11,2.6666666666666665
78,9,8,11,2.6666666666666665
78,10,8,13,2.6666666666666665
78,11,9,14,2.6666666666666665
78,12,10,11,3.0
78,13,10,14,2.6666666666666665
78,14,11,12,2.6666666666666665
78,15,11,14,2.6666666666666665
78,16,12,15,2.6666666666666665
78,17,12,14,2.6666666666666665
78,18,13,13,2.6666666666666665
78,19,14,15,2.6666666666666665
78,20,14,14,2.6666666666666665
79,1,17,20,1.6666666666666667
79,2,17,20,1.0
79,3,17,18,1.3333333333333333
79,4,16,20,2.0
79,5,17,20,2.0
79,6,17,21,2.0
79,7,18,21,1.0
79,8,18,23,1.6666666666666667
79,9,18,22,2.0
79,10,18,22,1.6666666666666667
79,11,18,23,2.0
79,12,18,21,1.0
79,13,18,21,1.6666666666666667
79,14,18,20,1.3333333333333333
79,15,18,20,1.3333333333333333
79,16,18,22,2.0
79,17,18,17,0.0
79,18,18,19,1.0
79,19,17,22,1.6666666666666667
79,20,17,23,1.6666666666666667
80,1,1,3,-2.333333333333333
80,2,3,2,-3.0
80,3,2,5,-2.6666666666666665
80,4,2,0,-3.0
80,5,1,3,-3.0
80,6,1,6,-2.6666666666666665
80,7,3,6,-2.0
80,8,3,6,-1.0
80,9,4,5,-2.0
80,10,4,4,-1.6666666666666667
80,11,5,4,-3.0
80,12,5,4,-3.0
80,13,1,5,-2.0
80,14,2,4,-2.6666666666666665
80,15,3,5,-2.6666666666666665
80,16,3,5,-2.0
80,17,3,6,-1.3333333333333333
80,18,3,5,-2.6666666666666665
80,19,4,6,-2.6666666666666665
80,20,4,5,-3.0
81,1,6,8,2.6666666666666665
81,2,7,6,2.0
81,3,6,6,0.6666666666666666
81,4,6,7,-1.0
81,5,6,5,-1.3333333333333333
81,6,5,6,1.0
81,7,5,7,1.0
81,8,6,7,2.0
81,9,6,5,-0.6666666666666666
81,10,6,5,-1.3333333333333333
81,11,6,7,0.3333333333333333
81,12,6,7,0.3333333333333333
81,13,6,7,0.3333333333333333
81,14,6,6,0.3333333333333333
81,15,6,8,0.3333333333333333
81,16,7,10,1.0
81,17,8,3,-0.6666666666666666
81,18,6,10,0.3333333333333333
81,19,7,10,1.3333333333333333
81,20,8,9,2.333333333333333
82,1,7,7,0.3333333333333333
82,2,7,9,0.6666666666666666
82,3,6,8,1.0
82,4,7,8,1.6666666666666667
82,5,7,8,1.6666666666666667
82,6,8,8,1.0
82,7,7,8,1.0
82,8,7,7,1.0
82,9,6,7,1.6666666666666667
82,10,7,7,1.3333333333333333
82,11,6,7,1.3333333333333333
82,12,7,7,1.3333333333333333
82,13,6,6,1.3333333333333333
82,14,6,6,1.6666666666666667
82,15,6,6,1.6666666666666667
82,16,6,7,2.0
82,17,6,6,2.0
82,18,5,6,2.0
82,19,5,6,2.0
82,20,7,8,2.0
83,1,7,9,1.3333333333333333
83,2,7,10,1.3333333333333333
83,3,8,8,1.0
83,4,7,9,0.6666666666666666
83,5,1,4,1.0
83,6,2,3,0.3333333333333333
83,7,1,1,0.3333333333333333
83,8,1,1,0.3333333333333333
83,9,2,2,0.3333333333333333
83,10,1,3,0.3333333333333333
83,11,1,1,0.3333333333333333
83,12,1,3,0.3333333333333333
83,13,1,1,0.3333333333333333
83,14,1,1,0.3333333333333333
83,15,1,3,0.3333333333333333
83,16,1,1,0.3333333333333333
83,17,1,2,0.3333333333333333
83,18,1,1,0.3333333333333333
83,19,1,2,0.3333333333333333
83,20,2,2,0.3333333333333333
84,1,5,5,3.0
84,2,5,6,3.0
84,3,6,6,3.0
84,4,5,3,3.0
84,5,4,4,3.0
84,6,5,5,3.0
84,7,6,5,3.0
84,8,3,6,3.0
84,9,4,3,3.0
84,10,3,4,3.0
84,11,6,4,3.0
84,12,2,5,3.0
84,13,3,5,3.0
84,14,2,3,3.0
84,15,5,7,3.0
84,16,8,6,3.0
84,17,6,7,3.0
84,18,6,6,3.0
84,19,6,8,3.0
84,20,7,7,3.0
85,1,3,2,-1.6666666666666667
85,2,2,3,-1.3333333333333333
85,3,2,3,-1.6666666666666667
85,4,2,1,-1.3333333333333333
85,5,2,4,-1.6666666666666667
85,6,2,4,-1.6666666666666667
85,7,2,4,-1.6666666666666667
85,8,2,1,-1.6666666666666667
85,9,2,4,-1.6666666666666667
85,10,3,5,-1.6666666666666667
85,11,3,4,-1.6666666666666667
85,12,3,2,-2.0
85,13,2,4,-1.3333333333333333
85,14,3,3,-1.3333333333333333
85,15,2,1,-1.6666666666666667
85,16,2,6,-1.3333333333333333
85,17,3,4,-1.0
85,18,3,5,-1.0
85,19,3,4,-1.3333333333333333
85,20,3,3,-1.0
86,1,5,7,2.0
86,2,6,7,2.333333333333333
86,3,7,6,2.0
86,4,5,8,2.6666666666666665
86,5,5,7,3.0
86,6,6,7,3.0
86,7,6,7,3.0
86,8,4,6,3.0
86,9,5,8,3.0
86,10,6,8,3.0
86,11,7,9,3.0
86,12,6,8,3.0
86,13,7,7,3.0
86,14,6,8,3.0
86,15,7,8,2.6666666666666665
86,16,7,8,1.6666666666666667
86,17,6,8,1.6666666666666667
86,18,8,7,2.6666666666666665
86,19,5,6,0.6666666666666666
86,20,7,8,1.3333333333333333
87,1,10,11,0.6666666666666666
87,2,6,9,0.3333333333333333
87,3,6,8,0.3333333333333333
87,4,7,10,0.3333333333333333
87,5,6,8,-0.3333333333333333
87,6,6,8,0.3333333333333333
87,7,6,8,0.0
87,8,6,9,-0.3333333333333333
87,9,6,8,-0.6666666666666666
87,10,6,10,-0.3333333333333333
87,11,6,8,0.0
87,12,7,10,0.0
87,13,7,6,-0.6666666666666666
87,14,6,12,0.3333333333333333
87,15,6,10,0.3333333333333333
87,16,6,11,1.0
87,17,6,12,0.6666666666666666
87,18,6,10,0.3333333333333333
87,19,6,9,0.0
87,20,6,9,0.6666666666666666
88,1,4,2,1.0
88,2,3,3,1.0
88,3,4,2,1.3333333333333333
88,4,2,4,1.3333333333333333
88,5,3,4,2.333333333333333
88,6,4,4,2.333333333333333
88,7,4,4,2.333333333333333
88,8,4,4,2.333333333333333
88,9,5,5,2.333333333333333
88,10,6,8,2.6666666666666665
88,11,7,7,2.6666666666666665
88,12,6,6,2.6666666666666665
88,13,5,3,2.6666666666666665
88,14,5,7,2.6666666666666665
88,15,6,5,2.333333333333333
88,16,5,7,2.6666666666666665
88,17,7,6,2.6666666666666665
88,18,5,8,2.6666666666666665
88,19,6,9,3.0
88,20,8,5,2.6666666666666665
89,1,5,6,0.3333333333333333
89,2,6,6,0.3333333333333333
89,3,6,6,0.0
89,4,6,7,0.6666666666666666
89,5,6,6,-0.3333333333333333
89,6,6,6,0.3333333333333333
89,7,6,6,0.6666666666666666
89,8,6,6,0.3333333333333333
89,9,6,6,0.3333333333333333
89,10,6,6,0.0
89,11,6,6,0.0
89,12,6,5,-0.3333333333333333
89,13,6,7,0.3333333333333333
89,14,6,6,0.6666666666666666
89,15,6,7,1.0
89,16,6,7,1.3333333333333333
89,17,6,8,1.3333333333333333
89,18,6,7,1.0
89,19,6,8,1.0
89,20,7,8,1.3333333333333333
90,1,5,7,0.6666666666666666
90,2,6,9,1.0
90,3,7,8,1.6666666666666667
90,4,6,9,1.6666666666666667
90,5,7,10,1.6666666666666667
90,6,7,8,1.3333333333333333
90,7,7,8,0.6666666666666666
90,8,7,8,1.0
90,9,7,8,0.6666666666666666
90,10,7,10,1.6666666666666667
90,11,8,8,1.6666666666666667
90,12,7,10,1.6666666666666667
90,13,8,9,1.6666666666666667
90,14,8,10,1.6666666666666667
90,15,8,7,0.6666666666666666
90,16,7,8,0.0
90,17,7,8,0.6666666666666666
90,18,7,8,1.0
90,19,7,9,1.6666666666666667
90,20,8,10,1.6666666666666667
91,1,3,6,2.6666666666666665
91,2,5,8,2.0
91,3,6,9,2.0
91,4,6,9,2.0
91,5,4,9,2.0
91,6,5,7,2.0
91,7,6,7,2.0
91,8,5,6,2.6666666666666665
91,9,3,4,2.0
91,10,4,3,2.333333333333333
91,11,5,5,2.0
91,12,4,5,2.0
91,13,4,4,2.0
91,14,4,4,2.0
91,15,5,5,2.0
91,16,5,5,2.0
91,17,4,6,2.0
91,18,4,4,2.0
91,19,3,4,2.333333333333333
91,20,4,3,2.0
92,1,10,3,1.0
92,2,2,5,1.6666666666666667
